car_prices_in_rupee,kms_driven,transmission,ownership,manufacture,Seats,fuel_type_Cng,fuel_type_Diesel,fuel_type_Electric,fuel_type_Lpg,fuel_type_Petrol
2.56,118215,0,1,2010,5,0,1,0,0,0
16.31,45873,0,1,2020,5,0,1,0,0,0
2.56,115596,0,1,2014,5,0,0,0,0,1
1.31,69218,0,1,2007,5,0,0,0,0,1
11.91,26192,1,1,2020,5,0,0,0,0,1
4.84,90992,0,2,2014,5,0,1,0,0,0
4.25,42322,0,2,2014,5,0,0,0,0,1
5.81,20064,0,1,2019,5,0,0,0,0,1
2.81,37418,0,1,2013,5,0,0,0,1,0
7.16,86102,0,1,2017,5,0,1,0,0,0
1.1,105192,0,3,2008,5,0,0,0,1,0
3.34,46895,0,2,2014,5,0,0,0,0,1
2.9,94135,0,2,2009,5,0,0,0,0,1
7.88,22803,0,1,2021,5,0,0,0,0,1
9.41,35864,0,2,2020,5,0,0,0,0,1
5.85,48007,0,2,2015,7,0,1,0,0,0
5.96,98057,0,2,2016,5,0,1,0,0,0
5.3,17222,0,1,2018,5,0,0,0,0,1
4.01,77960,0,2,2012,5,0,0,0,0,1
5.66,105812,0,3,2015,5,0,1,0,0,0
5.02,47180,0,1,2017,5,0,0,0,0,1
2.5,91865,0,2,2010,5,0,1,0,0,0
1.21,121761,0,1,2008,5,0,0,0,0,1
3.93,44540,1,1,2015,8,0,0,0,0,1
3.38,27713,0,1,2018,5,0,0,0,0,1
13.45,83354,1,2,2013,5,0,1,0,0,0
6.3,118587,0,1,2017,5,0,1,0,0,0
6.12,72318,0,1,2016,5,0,1,0,0,0
1.5,88579,0,1,2010,5,0,0,0,0,1
11.43,69509,1,2,2016,7,0,0,0,0,1
7.37,68012,1,2,2017,5,0,0,0,0,1
7.75,71250,0,1,2017,5,0,1,0,0,0
6.46,76268,1,2,2017,5,0,1,0,0,0
10.52,118649,0,1,2011,5,0,1,0,0,0
8.84,19319,1,1,2021,5,0,0,0,0,1
7.55,69826,0,1,2018,5,0,0,0,0,1
2.35,43274,0,1,2008,6,0,0,0,0,1
2.89,45950,0,1,2013,5,0,0,0,0,1
8.97,91649,0,1,2016,5,0,1,0,0,0
2.95,56936,0,1,2011,5,0,0,0,0,1
17.95,9000,0,1,2021,5,0,1,0,0,0
13.52,120422,0,1,2017,5,0,1,0,0,0
3.15,133659,0,2,2016,5,0,1,0,0,0
2.25,80295,0,1,2010,5,0,1,0,0,0
4.83,55259,0,1,2016,5,0,1,0,0,0
3.77,54996,0,2,2019,5,0,0,0,0,1
10.43,30903,0,1,2021,5,0,1,0,0,0
1.66,77385,0,2,2011,5,0,1,0,0,0
3.9,38733,0,1,2019,5,0,0,0,0,1
2.72,51242,0,1,2013,7,0,0,0,0,1
6.83,79385,0,2,2018,5,0,1,0,0,0
6.68,57304,0,2,2018,5,0,1,0,0,0
4.2,106188,0,1,2013,5,0,0,0,0,1
5.86,57778,0,1,2020,5,0,0,0,0,1
12.5,64011,0,1,2017,5,0,1,0,0,0
3.6,35315,0,1,2013,5,0,0,0,0,1
4.96,15000,0,1,2016,5,0,0,0,0,1
2.47,21461,0,2,2018,7,0,0,0,0,1
2.8,90000,0,2,2015,5,0,1,0,0,0
5,42512,0,1,2016,5,0,0,0,0,1
5.75,53580,0,1,2017,5,0,0,0,0,1
7.75,25000,1,1,2011,7,0,1,0,0,0
7.85,1619,0,1,2022,5,0,0,0,0,1
2.1,45000,0,1,2014,5,0,0,0,0,1
1.75,175000,0,1,2010,6,0,0,0,0,1
11.5,64000,0,1,2018,5,0,1,0,0,0
12.5,17000,0,1,2018,5,0,1,0,0,0
2.75,48000,0,1,2013,5,0,0,0,0,1
7.5,86000,0,1,2018,4,0,1,0,0,0
2.35,64000,0,3,2014,5,0,0,0,0,1
1,84000,0,1,2008,5,0,0,0,0,1
2.99,45000,0,1,2014,5,0,0,0,0,1
4.15,25000,0,1,2019,5,0,0,0,0,1
3.1,55000,0,1,2012,5,0,0,0,0,1
3.5,48000,0,1,2017,7,0,0,0,0,1
9.05,17001,0,1,2019,7,0,1,0,0,0
16.54,18000,1,2,2019,5,0,0,0,0,1
4.95,42000,0,1,2015,7,0,0,0,0,1
4.5,176000,0,1,2017,5,0,1,0,0,0
5.25,55352,0,1,2013,7,0,1,0,0,0
6.24,5000,0,1,2020,5,0,0,0,0,1
10.99,56231,0,1,2017,5,0,1,0,0,0
7.5,7000,0,1,2019,5,0,0,0,0,1
5,80000,0,2,2014,5,0,1,0,0,0
4,120000,0,1,2018,5,0,1,0,0,0
14.95,22000,0,1,2019,5,0,1,0,0,0
3,80000,0,1,2013,5,0,0,0,0,1
1.9,20000,0,3,2014,5,0,0,0,0,1
1.2,35000,0,1,2013,5,0,0,0,0,1
4.65,60000,0,1,2015,5,0,1,0,0,0
5.75,67000,0,1,2015,5,0,0,0,0,1
3.5,65000,0,1,2013,5,0,0,0,0,1
5.25,26000,0,1,2018,5,0,0,0,0,1
3.5,65000,0,1,2015,5,0,0,0,0,1
7,35000,0,1,2019,5,0,1,0,0,0
1.6,85000,0,4,2011,5,0,1,0,0,0
2.85,60000,0,2,2013,5,0,0,0,0,1
1.75,80000,0,2,2011,7,0,1,0,0,0
1.95,60000,0,1,2015,7,0,0,0,0,1
5.5,430000,1,1,2015,5,0,0,0,0,1
2.95,50000,0,1,2011,7,0,0,0,0,1
4.25,120000,0,1,2014,5,0,1,0,0,0
16.99,18000,0,1,2021,5,0,1,0,0,0
4.49,42130,0,1,2014,5,0,1,0,0,0
11,64000,0,1,2017,5,0,1,0,0,0
3.25,63000,0,1,2009,8,0,0,0,0,1
4.35,47000,0,1,2015,5,0,0,0,0,1
5.25,67000,0,1,2016,5,0,1,0,0,0
1.5,40000,0,1,2008,5,0,0,0,0,1
8,99000,0,1,2019,5,0,1,0,0,0
6.85,7500,0,1,2021,5,0,0,0,0,1
2.95,50000,0,1,2012,5,0,1,0,0,0
6.25,41000,0,1,2017,5,0,0,0,0,1
1.25,50000,0,1,2009,5,0,0,0,0,1
1.75,15000,0,1,2012,5,0,0,0,0,1
13,20000,0,2,2019,5,0,1,0,0,0
5,29000,0,1,2016,5,0,0,0,0,1
2.85,13000,0,1,2013,5,0,0,0,0,1
5.35,27000,0,1,2019,7,0,0,0,0,1
3.25,50000,0,1,2013,5,0,0,0,0,1
5,48000,0,1,2017,5,0,0,0,0,1
7.75,39000,0,1,2017,7,0,0,0,0,1
8,41000,1,1,2017,5,0,0,0,0,1
4.65,74988,0,1,2012,5,0,1,0,0,0
7.23,24494,0,1,2018,7,0,1,0,0,0
8,26000,0,1,2017,5,0,0,0,0,1
4.65,80000,0,1,2014,5,0,1,0,0,0
1.3,60000,0,2,2012,7,0,0,0,0,1
3,60000,0,2,2013,5,0,0,0,0,1
6.45,44304,0,1,2015,5,0,1,0,0,0
3.65,32000,0,1,2014,5,0,0,0,0,1
4.3,24531,0,1,2020,5,0,0,0,0,1
5.8,35000,0,1,2020,5,0,0,0,0,1
5.25,73000,1,1,2015,5,0,0,0,0,1
2.55,31000,0,1,2015,5,0,0,0,0,1
2.47,43000,0,1,2011,6,0,0,0,0,1
3.57,5000,0,1,2018,5,0,0,0,0,1
1.25,25000,0,1,2010,5,0,0,0,0,1
4,90000,0,1,2017,5,0,0,0,0,1
5.65,56150,0,1,2016,5,0,1,0,0,0
3.6,20000,0,2,2017,8,0,1,0,0,0
4.9,60000,0,2,2015,5,0,0,0,0,1
4,70000,0,1,2017,5,1,0,0,0,0
4.5,25000,0,1,2019,5,0,0,0,0,1
1.6,25000,0,1,2014,5,0,0,0,0,1
8.5,18000,0,1,2009,7,0,1,0,0,0
6.5,12000,0,1,2021,5,0,0,0,0,1
2.31,15000,0,2,2017,5,0,0,0,0,1
3.5,55000,0,1,2013,5,0,0,0,0,1
2.3,70000,0,2,2013,5,0,1,0,0,0
3.5,300000,0,2,2011,5,0,1,0,0,0
4,52314,0,1,2014,5,0,1,0,0,0
3.25,16937,1,1,2017,5,0,0,0,0,1
4.5,25000,1,1,2019,5,0,0,0,0,1
4.7,40000,1,2,2017,5,0,1,0,0,0
2.8,70000,0,1,2015,7,0,0,0,0,1
3.2,46000,0,1,2015,5,0,0,0,0,1
1.25,70000,0,1,2011,5,0,1,0,0,0
1.3,40000,0,3,2009,7,0,0,0,0,1
5.8,17500,0,2,2019,7,0,0,0,0,1
4.8,70000,0,2,2017,5,0,1,0,0,0
3,67000,0,4,2013,5,0,1,0,0,0
3.5,20000,0,2,2016,5,0,0,0,0,1
14,120000,1,3,2015,5,0,1,0,0,0
13,120000,1,4,2015,5,0,1,0,0,0
2.5,100000,0,1,2018,7,0,1,0,0,0
3,15000,0,1,2017,6,0,0,0,0,1
1.9,30000,0,2,2012,5,0,0,0,0,1
7,40000,0,1,2019,5,0,1,0,0,0
8.5,50000,0,1,2020,5,0,1,0,0,0
22,5000,0,1,2022,5,0,1,0,0,0
4.5,15000,0,1,2015,5,0,0,0,0,1
8.5,60000,0,1,2019,5,0,0,0,0,1
3,50000,0,1,2015,5,0,0,0,0,1
4.61,46000,0,1,2014,5,0,0,0,0,1
4.31,55000,0,1,2014,5,0,1,0,0,0
3.5,50000,0,2,2014,5,0,0,0,0,1
2.5,6400,0,2,2013,7,0,1,0,0,0
1.6,40000,0,2,2015,5,0,0,0,0,1
1.65,20000,0,2,2011,5,0,1,0,0,0
3.8,60000,0,1,2017,5,0,0,0,0,1
5.25,40000,1,1,2020,5,0,0,0,0,1
7.5,130000,0,1,2015,5,0,1,0,0,0
3.15,30000,0,2,2017,5,0,0,0,0,1
7.41,15000,0,1,2021,5,0,0,0,0,1
8.6,40000,0,1,2019,5,0,1,0,0,0
6.75,50000,0,1,2017,5,0,1,0,0,0
2.65,120000,0,2,2013,5,0,1,0,0,0
12,10000,0,1,2020,7,0,0,0,0,1
1.35,75000,0,3,2009,5,0,0,0,0,1
1.1,120000,0,3,2010,5,0,1,0,0,0
3.1,50000,0,1,2018,7,0,0,0,0,1
5.5,5000,0,1,2020,5,0,0,0,0,1
1.8,80000,0,4,2010,5,0,1,0,0,0
4.05,40000,0,2,2015,7,0,1,0,0,0
6.1,30000,0,1,2020,5,0,0,0,0,1
1.8,120000,0,3,2005,5,0,1,0,0,0
1.2,70000,0,2,2008,5,0,0,0,0,1
7.38,120000,0,1,2014,5,0,1,0,0,0
4.28,5000,0,1,2022,5,0,0,0,0,1
5.25,35000,0,1,2019,5,0,0,0,0,1
6,40000,0,1,2017,5,0,1,0,0,0
5.2,20000,0,1,2017,5,0,0,0,0,1
4.2,80000,0,1,2017,5,0,0,0,0,1
3.7,15000,0,1,2013,5,0,0,0,0,1
5.45,70000,0,2,2017,5,0,1,0,0,0
4,120000,0,1,2016,5,0,1,0,0,0
2.3,25000,0,2,2018,5,0,0,0,0,1
2.5,25000,0,1,2015,5,0,0,0,0,1
2.3,60000,0,2,2011,5,0,0,0,0,1
1.65,80000,0,1,2007,5,0,0,0,0,1
3,80000,0,3,2013,5,0,1,0,0,0
2.7,90000,0,2,2012,5,0,1,0,0,0
3.3,37000,0,1,2016,5,0,0,0,0,1
3,50000,0,1,2015,5,0,0,0,0,1
5.49,19493,0,1,2017,5,0,0,0,0,1
1.05,35000,0,2,2007,5,0,0,0,0,1
2.8,60000,0,2,2014,5,0,1,0,0,0
4.5,50000,0,1,2018,5,0,1,0,0,0
7,94000,0,1,2016,5,0,1,0,0,0
9,5000,0,1,2022,5,0,1,0,0,0
3,40000,0,1,2016,5,0,0,0,0,1
2.25,53128,0,1,2011,5,0,0,0,0,1
3.77,39959,0,2,2011,5,0,0,0,0,1
3.55,4768,1,2,2018,5,0,0,0,0,1
2.16,54004,0,3,2011,5,0,0,0,0,1
3.54,16570,0,1,2017,5,0,0,0,0,1
3.22,7869,0,3,2019,5,0,0,0,0,1
2.1,67640,0,1,2012,5,0,0,0,0,1
1.29,8934,0,1,2010,5,0,0,0,0,1
4.17,20241,0,1,2015,5,0,0,0,0,1
2.32,67343,0,1,2009,5,0,0,0,0,1
1.63,10065,0,1,2012,5,0,0,0,0,1
6.12,57628,0,1,2020,5,0,0,0,0,1
5.55,72375,0,1,2015,5,0,0,0,0,1
1.4,19328,0,1,2008,5,0,0,0,0,1
1.08,24941,0,1,2009,5,0,0,0,0,1
2.07,56441,0,1,2011,5,0,0,0,0,1
1.56,89865,0,1,2013,7,0,0,0,0,1
2.51,25919,0,1,2017,5,0,0,0,0,1
2.3,17363,0,1,2010,5,0,0,0,0,1
2.75,60726,0,2,2012,5,0,0,0,0,1
2.99,54842,0,2,2013,5,0,0,0,0,1
6.43,31916,0,1,2018,5,0,1,0,0,0
2.5,35457,0,1,2013,5,0,0,0,0,1
2.52,34640,0,1,2013,5,0,0,0,0,1
2.54,39398,0,3,2010,5,0,0,0,0,1
1.14,42919,0,1,2010,5,0,0,0,0,1
3.28,38359,0,1,2012,5,0,1,0,0,0
2.9,101875,0,1,2011,5,0,0,0,0,1
1.61,21976,0,1,2008,5,0,0,0,0,1
7.13,65531,0,1,2018,7,0,0,0,0,1
7.06,5044,0,1,2019,5,0,0,0,0,1
5.7,66906,0,1,2020,8,0,1,0,0,0
3.35,47547,0,2,2014,5,0,1,0,0,0
1.54,25347,0,1,2010,7,0,0,0,0,1
6.21,49712,0,1,2017,5,0,0,0,0,1
8.58,21716,0,1,2019,5,0,1,0,0,0
1.98,55160,0,1,2012,5,0,0,0,0,1
2.31,50788,0,3,2010,5,0,1,0,0,0
1.55,58475,0,1,2010,5,0,0,0,0,1
2.98,94321,0,1,2014,6,0,0,0,0,1
2.1,23907,0,2,2013,5,0,1,0,0,0
8.46,42060,0,1,2019,7,0,0,0,0,1
5.53,25258,0,1,2017,5,0,0,0,0,1
3.51,31043,0,1,2017,5,0,0,0,0,1
3.41,39057,0,1,2018,5,0,0,0,0,1
1.13,20484,0,1,2011,7,0,0,0,0,1
4.26,55517,0,1,2014,5,0,0,0,0,1
3.56,53234,0,2,2013,7,0,0,0,0,1
1.56,51007,0,1,2009,5,0,0,0,0,1
1.46,53755,0,1,2008,5,0,0,0,0,1
10.37,62144,1,1,2018,5,0,1,0,0,0
1.23,45130,0,1,2009,5,0,0,0,0,1
13.47,155124,0,2,2015,5,0,1,0,0,0
9.96,30730,1,2,2018,5,0,0,0,0,1
3.18,107488,0,1,2014,7,0,0,0,0,1
4.18,86336,0,2,2014,5,0,1,0,0,0
5.51,31253,0,1,2017,5,0,0,0,0,1
15.89,33235,1,2,2015,7,0,1,0,0,0
4.88,2258,1,1,2021,5,0,0,0,0,1
4.96,100169,0,2,2015,5,0,1,0,0,0
12.8,34000,1,1,2018,5,0,0,0,0,1
17.56,7000,1,1,2021,5,0,0,0,0,1
6.55,5900,0,1,2021,5,0,0,0,0,1
11.85,27398,1,1,2017,5,0,0,0,0,1
2.48,43259,0,1,2015,5,0,0,0,0,1
6.75,15016,0,1,2018,5,0,1,0,0,0
2.55,30686,0,1,2010,5,0,0,0,0,1
1.85,39543,0,1,2010,5,0,0,0,0,1
3.23,93913,0,1,2010,5,0,1,0,0,0
5.7,27729,0,1,2018,5,0,0,0,0,1
8.45,51501,0,1,2017,5,0,1,0,0,0
5.25,16419,0,1,2018,5,0,0,0,0,1
4.7,33193,0,1,2015,5,0,0,0,0,1
4.15,39260,0,1,2016,5,0,0,0,0,1
3.95,55212,0,1,2015,5,0,0,0,0,1
1.81,81674,0,1,2014,8,0,0,0,0,1
2.39,27321,0,3,2011,5,0,0,0,0,1
3.19,42815,0,1,2015,5,0,0,0,0,1
3.81,39977,0,1,2016,5,0,0,0,0,1
2.56,64669,0,1,2013,5,0,1,0,0,0
2.58,12603,0,1,2019,5,0,0,0,0,1
1.9,32500,0,1,2013,5,0,0,0,0,1
2.67,7169,0,1,2017,7,0,0,0,0,1
1.86,10482,0,2,2012,5,0,0,0,0,1
2.03,48111,0,1,2013,5,0,0,0,0,1
3.92,63210,0,4,2015,5,0,1,0,0,0
6.77,35289,0,1,2018,5,0,0,0,0,1
1.6,27352,0,3,2014,5,0,0,0,0,1
11.46,25572,0,1,2019,5,0,0,0,0,1
2.08,67967,0,3,2013,5,0,0,0,0,1
6.71,10834,0,1,2021,5,0,0,0,0,1
5.86,56000,0,1,2017,5,0,1,0,0,0
2.49,24000,0,1,2017,5,0,0,0,0,1
5.55,34000,1,1,2019,5,0,0,0,0,1
5.99,13000,1,1,2017,5,0,0,0,0,1
4.4,158066,0,1,2015,6,0,1,0,0,0
2.25,22543,0,3,2011,5,0,0,0,0,1
3.17,46767,0,1,2014,7,0,0,0,0,1
3.78,7848,1,1,2017,6,0,0,0,0,1
3.85,71245,0,1,2016,4,0,0,0,0,1
19.89,1923,1,1,2022,5,0,0,0,0,1
5.12,38463,0,2,2017,5,0,0,0,0,1
6.99,28000,1,1,2016,5,0,0,0,0,1
3.49,19000,0,1,2017,5,0,0,0,0,1
1.19,24500,1,1,2017,5,0,0,0,0,1
18,26000,1,2,2015,6,0,0,0,0,1
5.69,30000,0,1,2019,6,0,0,0,0,1
5.99,24000,0,1,2018,5,0,0,0,0,1
1.25,100004,0,2,2009,5,0,1,0,0,0
3.26,25635,0,1,2017,5,0,0,0,0,1
2.81,46982,0,1,2016,5,0,0,0,0,1
1.92,94989,0,1,2011,5,0,1,0,0,0
1.12,18322,0,1,2008,5,0,0,0,0,1
6.87,34364,0,1,2019,7,0,0,0,0,1
13.62,17893,0,1,2021,5,0,0,0,0,1
9.84,15224,1,1,2019,7,0,0,0,0,1
3.99,90228,0,1,2014,5,0,0,0,0,1
3.07,76279,0,2,2014,5,0,0,0,0,1
5.88,68861,0,1,2016,5,0,1,0,0,0
1.44,52816,0,1,2011,5,0,0,0,0,1
6.34,314273,0,2,2009,5,0,1,0,0,0
4.65,64164,0,1,2017,5,0,0,0,0,1
2.02,60834,0,1,2012,5,0,1,0,0,0
15.5,14700,1,1,2019,5,0,0,0,0,1
2.39,25000,0,1,2022,5,0,0,0,0,1
8,10000,0,1,2022,5,0,0,0,0,1
25.8,39000,1,1,2020,7,0,1,0,0,0
4.2,80000,0,1,2014,5,0,1,0,0,0
22.5,25000,1,1,2020,5,0,0,0,0,1
3.5,75656,0,2,2015,5,0,1,0,0,0
8.5,30000,0,1,2019,5,0,1,0,0,0
5.2,60000,0,1,2017,5,0,0,0,0,1
1.8,120000,0,3,2011,5,0,1,0,0,0
1.85,100000,0,2,2013,5,0,1,0,0,0
3.5,70000,0,2,2015,5,0,1,0,0,0
4.2,120000,0,2,2015,5,0,1,0,0,0
1.75,50000,0,3,2014,5,0,0,0,0,1
1.2,90000,0,2,2012,5,0,1,0,0,0
1.15,70000,0,1,2008,5,0,0,0,0,1
5,20000,0,1,2020,5,1,0,0,0,0
4.5,25000,0,2,2014,5,0,1,0,0,0
6.6,65000,0,2,2017,7,0,1,0,0,0
15,90000,0,1,2018,7,0,1,0,0,0
8.1,30000,0,1,2019,8,0,1,0,0,0
1.75,60000,0,1,2011,5,0,0,0,0,1
5,10000,0,1,2021,5,0,0,0,0,1
15.7,30000,0,1,2020,5,0,1,0,0,0
15,32000,0,1,2020,5,0,1,0,0,0
6.9,10000,0,2,2014,5,0,1,0,0,0
4.2,110000,0,1,2020,5,0,0,0,0,1
1.2,120000,0,1,2013,5,0,0,0,0,1
6.5,53000,0,1,2018,6,0,1,0,0,0
2.5,80000,0,3,2014,5,0,1,0,0,0
1.17,50000,0,1,2012,5,0,1,0,0,0
6.4,40000,0,1,2018,7,0,1,0,0,0
4.5,60000,0,1,2015,5,0,1,0,0,0
3.9,60000,0,3,2015,5,0,0,0,0,1
3.5,40000,0,1,2018,5,0,0,0,0,1
10,10000,0,1,2021,5,0,0,0,0,1
2,60000,0,1,2011,5,0,0,0,0,1
2,400000,0,1,2012,5,0,1,0,0,0
6.5,120000,0,1,2017,5,0,0,0,0,1
1.75,90000,0,1,2010,7,0,0,0,0,1
4.95,100000,0,1,2014,5,0,1,0,0,0
1.5,40000,0,1,2010,5,0,0,0,0,1
2.5,50000,0,1,2018,5,0,0,0,0,1
2.1,100000,0,3,2012,7,0,0,0,0,1
2.15,5000,0,1,2018,7,0,0,0,0,1
2.1,100000,0,3,2012,5,0,0,0,0,1
6.7,60000,0,2,2017,5,0,1,0,0,0
4,50000,0,3,2013,5,0,1,0,0,0
2,50000,0,5,2014,5,1,0,0,0,0
7.9,120000,0,1,2016,7,0,1,0,0,0
3.7,50000,0,1,2018,5,0,0,0,0,1
9,20000,0,1,2020,5,0,0,0,0,1
9.59,120000,1,1,2022,5,0,0,0,0,1
3.3,100000,0,1,2018,5,0,0,0,0,1
3.5,70000,0,2,2013,5,0,1,0,0,0
5.25,50000,0,2,2022,5,0,0,0,0,1
3,60000,0,1,2012,5,0,0,0,0,1
7,70000,1,2,2016,7,0,1,0,0,0
13,150000,1,3,2013,5,0,1,0,0,0
4.2,60000,0,2,2017,5,0,1,0,0,0
1,40000,0,1,2011,5,0,1,0,0,0
1.3,70000,0,2,2012,5,0,1,0,0,0
3.6,80000,0,2,2010,5,0,0,0,0,1
4.25,120000,0,2,2014,5,0,1,0,0,0
1.8,110000,0,1,2013,5,0,0,0,0,1
9,80000,0,1,2016,7,0,1,0,0,0
1.1,60000,0,2,2009,5,0,1,0,0,0
3.9,72310,0,2,2014,5,0,1,0,0,0
4.2,5000,0,1,2022,5,0,0,0,0,1
4,70000,0,3,2013,5,0,1,0,0,0
3.9,90000,0,1,2015,7,0,1,0,0,0
3.5,90000,0,1,2016,5,0,0,0,0,1
6.1,60000,0,1,2019,5,0,1,0,0,0
12,18000,0,1,2018,5,0,1,0,0,0
1.25,105000,0,3,2010,5,0,0,0,0,1
2.9,60000,0,3,2015,5,1,0,0,0,0
2,100000,0,1,2010,5,0,0,0,0,1
4,120000,1,1,2009,5,0,1,0,0,0
3,100000,0,1,2010,5,0,1,0,0,0
3,60000,0,2,2012,5,0,0,0,0,1
2.3,70600,0,1,2013,5,0,0,0,0,1
4.78,25000,0,1,2020,5,0,0,0,0,1
2.5,30000,0,1,2016,5,0,0,0,0,1
4.2,90000,0,1,2015,5,0,1,0,0,0
1.02,37200,0,1,2007,5,0,0,0,0,1
5.95,90000,0,1,2015,5,0,0,0,0,1
1.3,60000,0,2,2011,5,0,0,0,0,1
2,146000,0,4,2012,5,0,1,0,0,0
3.95,80000,0,2,2013,5,0,1,0,0,0
6,80000,0,2,2014,5,0,1,0,0,0
6,25000,0,1,2018,5,0,0,0,0,1
2.5,60000,0,2,2009,5,0,0,0,0,1
4.6,110000,0,2,2014,5,0,1,0,0,0
3,20000,0,1,2017,5,0,0,0,0,1
5.38,30000,0,1,2018,5,0,0,0,0,1
16,50000,1,1,2019,5,0,0,0,0,1
2.75,60000,0,1,2012,5,0,0,0,0,1
3,64000,0,2,2011,7,0,1,0,0,0
3.8,20000,0,1,2021,5,0,0,0,0,1
7.1,70000,1,2,2011,7,0,1,0,0,0
5.1,34000,0,1,2015,7,0,1,0,0,0
3.5,60000,0,3,2012,5,0,0,0,0,1
3.5,60000,0,3,2012,5,0,0,0,0,1
4,90000,0,1,2017,5,0,1,0,0,0
5.5,70000,0,2,2017,5,0,1,0,0,0
4,90000,0,3,2013,5,0,1,0,0,0
3.95,95105,0,1,2019,5,0,0,0,0,1
6.5,20000,1,1,2020,7,0,0,0,0,1
5.5,100000,0,2,2016,5,0,1,0,0,0
1.99,90000,0,4,2009,5,0,0,0,0,1
1.65,60000,0,1,2012,7,0,0,0,0,1
2.6,25000,0,1,2012,5,0,0,0,0,1
14.5,35000,1,3,2019,5,0,0,0,0,1
13,80000,0,1,2018,5,0,1,0,0,0
6.5,120000,0,2,2013,4,0,1,0,0,0
14,90000,0,1,2019,4,0,1,0,0,0
2.6,162000,0,1,2016,5,0,0,0,1,0
4.5,120000,0,4,2014,4,0,1,0,0,0
5.1,60000,0,2,2021,5,1,0,0,0,0
4.9,80000,0,1,2019,5,1,0,0,0,0
2.5,120000,0,2,2010,5,0,0,0,0,1
2.9,70000,1,4,2016,5,0,1,0,0,0
1.75,7100,1,1,2021,5,0,0,0,0,1
1.75,11500,1,1,2020,5,0,0,0,0,1
16.8,5500,0,1,2022,5,0,0,0,0,1
23.9,56500,1,1,2016,5,0,1,0,0,0
14.8,45500,1,1,2014,5,0,1,0,0,0
29.8,59000,1,1,2018,5,0,1,0,0,0
23.9,44600,1,1,2017,5,0,1,0,0,0
12.8,38500,1,2,2013,5,0,1,0,0,0
14.8,57500,1,3,2013,5,0,0,0,0,1
3.29,84703,0,3,2014,4,0,1,0,0,0
16.9,78000,1,1,2018,5,0,0,0,0,1
2.67,26562,0,1,2017,5,0,0,0,0,1
1.97,93021,0,3,2013,5,0,1,0,0,0
3.92,107813,0,1,2015,5,0,1,0,0,0
5.37,64299,0,1,2017,5,0,1,0,0,0
4.02,25424,0,1,2019,5,0,0,0,0,1
20.8,32000,1,1,2016,5,0,0,0,0,1
2.94,80046,0,3,2010,5,0,0,0,0,1
3.72,104724,0,2,2014,5,0,1,0,0,0
19.8,85000,1,1,2015,5,0,1,0,0,0
5.43,84280,0,1,2018,5,0,1,0,0,0
2.57,72947,0,2,2013,5,0,1,0,0,0
14.27,38507,1,1,2019,5,0,1,0,0,0
3.51,60033,0,1,2017,7,1,0,0,0,0
2.57,35355,0,2,2014,5,0,0,0,0,1
3.73,24027,0,2,2017,7,0,0,0,0,1
5.58,57256,0,1,2017,5,0,1,0,0,0
2.82,62029,0,1,2013,5,0,0,0,0,1
2.7,97811,0,1,2014,5,1,0,0,0,0
1.64,54910,0,1,2011,5,0,0,0,0,1
5.37,69271,0,1,2016,5,0,0,0,0,1
6.43,122619,0,2,2015,5,0,1,0,0,0
5.92,23976,0,1,2020,5,0,0,0,0,1
3.61,159147,0,1,2014,5,0,1,0,0,0
3.3,75384,0,2,2014,7,0,0,0,0,1
29.9,61500,1,1,2017,5,0,0,0,0,1
3.51,39477,0,1,2018,8,0,0,0,0,1
25.8,41000,1,2,2016,5,0,1,0,0,0
5.18,53234,0,2,2015,5,0,1,0,0,0
6.04,67261,1,2,2018,5,0,0,0,0,1
13.8,71000,1,3,2014,5,0,1,0,0,0
6.53,8201,0,1,2020,5,0,0,0,0,1
4.73,98105,0,1,2015,5,0,1,0,0,0
4.63,93147,1,1,2014,7,0,1,0,0,0
5.57,139257,0,1,2012,7,0,1,0,0,0
1.34,140511,0,1,2011,7,0,0,0,0,1
4.49,68266,0,1,2014,5,0,0,0,0,1
2.09,80283,0,2,2011,7,0,0,0,0,1
4.59,55133,0,1,2016,7,0,1,0,0,0
5.83,58437,0,2,2014,5,0,1,0,0,0
1.69,117816,0,1,2013,7,0,0,0,0,1
11.8,212661,0,2,2013,5,0,1,0,0,0
5.22,67918,0,1,2016,5,0,1,0,0,0
4.68,18636,0,1,2022,5,0,0,0,0,1
2.01,111556,0,2,2015,5,0,0,0,0,1
7.93,141834,0,1,2015,5,0,1,0,0,0
4.11,24920,0,2,2014,5,0,0,0,0,1
1.25,115042,0,2,2011,5,0,1,0,0,0
17.61,57189,1,2,2018,5,0,1,0,0,0
5.65,10188,0,1,2016,5,0,0,0,0,1
1.3,55892,0,4,2008,5,0,0,0,0,1
6.64,38285,0,1,2019,5,0,0,0,0,1
9.28,26523,0,1,2021,5,0,0,0,0,1
6.64,35986,0,1,2019,5,0,0,0,0,1
19.29,51609,1,1,2016,4,0,1,0,0,0
4.13,42561,0,1,2019,5,0,0,0,0,1
1.05,30778,0,1,2008,5,0,0,0,0,1
3.35,30819,0,2,2017,5,1,0,0,0,0
1.39,77464,0,3,2012,5,0,1,0,0,0
5.42,55142,0,1,2016,5,0,1,0,0,0
4.79,64705,0,2,2015,5,0,1,0,0,0
1.3,83013,0,4,2009,5,0,0,0,0,1
5.61,76012,0,1,2018,7,0,1,0,0,0
